n,date,day-week,day-month,val,weekend,holiday,sequia,,,,,,,,,,,,,,,,,
968,25/8/2009,martes,25,1797.84,0,0,1,,,,,,,,,,,,,,,,,
969,26/8/2009,miércoles,26,1894.51,0,0,1,,,,,,,,,,,,,,,,,
970,27/8/2009,jueves,27,1979.59,0,0,1,,,,,,,,,,,,,,,,,
971,28/8/2009,viernes,28,2233.13,0,0,1,,,,,,,,,,,,,,,,,
972,29/8/2009,sábado,29,1781.11,1,0,1,,,,,,,,,,,,,,,,,
973,30/8/2009,domingo,30,2189.49,1,0,1,,,,,,,,,,,,,,,,,
974,31/8/2009,lunes,31,2091.96,0,0,1,,,,,,,,,,,,,,,,,
975,1/9/2009,martes,1,2227.96,0,0,1,,,,,,,,,,,,,,,,,
976,2/9/2009,miércoles,2,2169.29,0,0,1,,,,,,,,,,,,,,,,,
977,3/9/2009,jueves,3,1759.08,0,0,1,,,,,,,,,,,,,,,,,
978,4/9/2009,viernes,4,2318.24,0,0,1,,,,,,,,,,,,,,,,,
979,5/9/2009,sábado,5,2072.20,1,0,1,,,,,,,,,,,,,,,,,
980,6/9/2009,domingo,6,2174.87,1,0,1,,,,,,,,,,,,,,,,,
981,7/9/2009,lunes,7,2303.16,0,0,1,,,,,,,,,,,,,,,,,
982,8/9/2009,martes,8,2113.85,0,0,1,,,,,,,,,,,,,,,,,
983,9/9/2009,miércoles,9,2273.04,0,0,1,,,,,,,,,,,,,,,,,
984,10/9/2009,jueves,10,2261.63,0,0,1,,,,,,,,,,,,,,,,,
985,11/9/2009,viernes,11,1795.48,0,0,1,,,,,,,,,,,,,,,,,
986,12/9/2009,sábado,12,2590.17,1,0,1,,,,,,,,,,,,,,,,,
987,13/9/2009,domingo,13,2124.77,1,0,1,,,,,,,,,,,,,,,,,
988,14/9/2009,lunes,14,1762.56,0,0,1,,,,,,,,,,,,,,,,,
989,15/9/2009,martes,15,1943.66,0,0,1,,,,,,,,,,,,,,,,,
990,16/9/2009,miércoles,16,2159.17,0,0,1,,,,,,,,,,,,,,,,,
991,17/9/2009,jueves,17,2068.24,0,0,1,,,,,,,,,,,,,,,,,
992,18/9/2009,viernes,18,2281.38,0,0,1,,,,,,,,,,,,,,,,,
993,19/9/2009,sábado,19,1936.25,1,0,1,,,,,,,,,,,,,,,,,
994,20/9/2009,domingo,20,2048.64,1,0,1,,,,,,,,,,,,,,,,,
995,21/9/2009,lunes,21,2357.34,0,0,1,,,,,,,,,,,,,,,,,
996,22/9/2009,martes,22,2205.42,0,0,1,,,,,,,,,,,,,,,,,
997,23/9/2009,miércoles,23,1245.98,0,0,1,,,,,,,,,,,,,,,,,
998,24/9/2009,jueves,24,2385.81,0,0,1,,,,,,,,,,,,,,,,,
999,25/9/2009,viernes,25,2185.41,0,0,1,,,,,,,,,,,,,,,,,
1000,26/9/2009,sábado,26,1690.17,1,0,1,,,,,,,,,,,,,,,,,
1001,27/9/2009,domingo,27,2351.19,1,0,1,,,,,,,,,,,,,,,,,
1002,28/9/2009,lunes,28,2178.00,0,0,1,,,,,,,,,,,,,,,,,
1003,29/9/2009,martes,29,2367.70,0,0,1,,,,,,,,,,,,,,,,,
1004,30/9/2009,miércoles,30,2302.92,0,0,1,,,,,,,,,,,,,,,,,
1005,1/10/2009,jueves,1,2167.94,0,0,0,,,,,,,,,,,,,,,,,
1006,2/10/2009,viernes,2,2265.83,0,0,0,,,,,,,,,,,,,,,,,
1007,3/10/2009,sábado,3,2232.10,1,0,0,,,,,,,,,,,,,,,,,
1008,4/10/2009,domingo,4,2042.37,1,0,0,,,,,,,,,,,,,,,,,
1009,5/10/2009,lunes,5,1928.35,0,0,0,,,,,,,,,,,,,,,,,
1010,6/10/2009,martes,6,2268.33,0,0,0,,,,,,,,,,,,,,,,,
1011,7/10/2009,miércoles,7,2221.30,0,0,0,,,,,,,,,,,,,,,,,
1012,8/10/2009,jueves,8,2307.67,0,0,0,,,,,,,,,,,,,,,,,
1013,9/10/2009,viernes,9,2177.96,0,1,0,,,,,,,,,,,,,,,,,
1014,10/10/2009,sábado,10,2104.11,1,0,0,,,,,,,,,,,,,,,,,
1015,11/10/2009,domingo,11,2035.13,1,0,0,,,,,,,,,,,,,,,,,
1016,12/10/2009,lunes,12,1995.15,0,0,0,,,,,,,,,,,,,,,,,
1017,13/10/2009,martes,13,2042.46,0,0,0,,,,,,,,,,,,,,,,,
1018,14/10/2009,miércoles,14,1964.81,0,0,0,,,,,,,,,,,,,,,,,
1019,15/10/2009,jueves,15,1989.56,0,0,0,,,,,,,,,,,,,,,,,
1020,16/10/2009,viernes,16,1999.54,0,0,0,,,,,,,,,,,,,,,,,
1021,17/10/2009,sábado,17,2048.23,1,0,0,,,,,,,,,,,,,,,,,
1022,18/10/2009,domingo,18,2073.89,1,0,0,,,,,,,,,,,,,,,,,
1023,19/10/2009,lunes,19,1997.64,0,0,0,,,,,,,,,,,,,,,,,
1024,20/10/2009,martes,20,2010.27,0,0,0,,,,,,,,,,,,,,,,,
1025,21/10/2009,miércoles,21,1910.72,0,0,0,,,,,,,,,,,,,,,,,
1026,22/10/2009,jueves,22,1904.69,0,0,0,,,,,,,,,,,,,,,,,
1027,23/10/2009,viernes,23,2001.68,0,0,0,,,,,,,,,,,,,,,,,
1028,24/10/2009,sábado,24,1984.13,1,0,0,,,,,,,,,,,,,,,,,
1029,25/10/2009,domingo,25,1963.06,1,0,0,,,,,,,,,,,,,,,,,
1030,26/10/2009,lunes,26,2019.92,0,0,0,,,,,,,,,,,,,,,,,
1031,27/10/2009,martes,27,2266.60,0,0,0,,,,,,,,,,,,,,,,,
1032,28/10/2009,miércoles,28,2464.46,0,0,0,,,,,,,,,,,,,,,,,
1033,29/10/2009,jueves,29,2445.51,0,0,0,,,,,,,,,,,,,,,,,
1034,30/10/2009,viernes,30,2434.68,0,0,0,,,,,,,,,,,,,,,,,
1035,31/10/2009,sábado,31,2373.69,1,0,0,,,,,,,,,,,,,,,,,
1036,1/11/2009,domingo,1,2176.41,1,0,0,,,,,,,,,,,,,,,,,
1037,2/11/2009,lunes,2,2180.47,0,1,0,,,,,,,,,,,,,,,,,
1038,3/11/2009,martes,3,2233.84,0,1,0,,,,,,,,,,,,,,,,,
1039,4/11/2009,miércoles,4,2307.92,0,0,0,,,,,,,,,,,,,,,,,
1040,5/11/2009,jueves,5,2449.91,0,0,0,,,,,,,,,,,,,,,,,
1041,6/11/2009,viernes,6,2191.13,0,0,0,,,,,,,,,,,,,,,,,
1042,7/11/2009,sábado,7,2466.24,1,0,0,,,,,,,,,,,,,,,,,
1043,8/11/2009,domingo,8,2480.21,1,0,0,,,,,,,,,,,,,,,,,
1044,9/11/2009,lunes,9,2209.94,0,0,0,,,,,,,,,,,,,,,,,
1045,10/11/2009,martes,10,2293.48,0,0,0,,,,,,,,,,,,,,,,,
1046,11/11/2009,miércoles,11,2240.92,0,0,0,,,,,,,,,,,,,,,,,
1047,12/11/2009,jueves,12,2331.27,0,0,0,,,,,,,,,,,,,,,,,
1048,13/11/2009,viernes,13,2193.46,0,0,0,,,,,,,,,,,,,,,,,
1049,14/11/2009,sábado,14,2435.64,1,0,0,,,,,,,,,,,,,,,,,
1050,15/11/2009,domingo,15,2484.43,1,0,0,,,,,,,,,,,,,,,,,
1051,16/11/2009,lunes,16,2311.31,0,0,0,,,,,,,,,,,,,,,,,
1052,17/11/2009,martes,17,2411.74,0,0,0,,,,,,,,,,,,,,,,,
1053,18/11/2009,miércoles,18,2317.38,0,0,0,,,,,,,,,,,,,,,,,
1054,19/11/2009,jueves,19,2096.98,0,0,0,,,,,,,,,,,,,,,,,
1055,20/11/2009,viernes,20,2065.20,0,0,0,,,,,,,,,,,,,,,,,
1056,21/11/2009,sábado,21,2141.68,1,0,0,,,,,,,,,,,,,,,,,
1057,22/11/2009,domingo,22,2540.83,1,0,0,,,,,,,,,,,,,,,,,
1058,23/11/2009,lunes,23,2300.32,0,0,0,,,,,,,,,,,,,,,,,
1059,24/11/2009,martes,24,2407.31,0,0,0,,,,,,,,,,,,,,,,,
1060,25/11/2009,miércoles,25,2230.80,0,0,0,,,,,,,,,,,,,,,,,
1061,26/11/2009,jueves,26,2530.88,0,0,0,,,,,,,,,,,,,,,,,
1062,27/11/2009,viernes,27,2362.27,0,0,0,,,,,,,,,,,,,,,,,
1063,28/11/2009,sábado,28,2587.83,1,0,0,,,,,,,,,,,,,,,,,
1064,29/11/2009,domingo,29,2470.27,1,0,0,,,,,,,,,,,,,,,,,
1065,30/11/2009,lunes,30,2311.67,0,0,0,,,,,,,,,,,,,,,,,
1066,1/12/2009,martes,1,2212.32,0,0,0,,,,,,,,,,,,,,,,,
1067,2/12/2009,miércoles,2,2391.66,0,0,0,,,,,,,,,,,,,,,,,
1068,3/12/2009,jueves,3,2406.99,0,0,0,,,,,,,,,,,,,,,,,
1069,4/12/2009,viernes,4,2335.04,0,0,0,,,,,,,,,,,,,,,,,
1070,5/12/2009,sábado,5,2413.40,1,0,0,,,,,,,,,,,,,,,,,
1071,6/12/2009,domingo,6,2381.46,1,1,0,,,,,,,,,,,,,,,,,
1072,7/12/2009,lunes,7,2317.46,0,0,0,,,,,,,,,,,,,,,,,
1073,8/12/2009,martes,8,2361.02,0,0,0,,,,,,,,,,,,,,,,,
1074,9/12/2009,miércoles,9,2203.46,0,0,0,,,,,,,,,,,,,,,,,
1075,10/12/2009,jueves,10,2282.75,0,0,0,,,,,,,,,,,,,,,,,
1076,11/12/2009,viernes,11,2392.60,0,0,0,,,,,,,,,,,,,,,,,
1077,12/12/2009,sábado,12,2420.50,1,0,0,,,,,,,,,,,,,,,,,
1078,13/12/2009,domingo,13,2478.17,1,0,0,,,,,,,,,,,,,,,,,
1079,14/12/2009,lunes,14,2290.70,0,0,0,,,,,,,,,,,,,,,,,
1080,15/12/2009,martes,15,2417.07,0,0,0,,,,,,,,,,,,,,,,,
1081,16/12/2009,miércoles,16,2438.24,0,0,0,,,,,,,,,,,,,,,,,
1082,17/12/2009,jueves,17,2416.14,0,0,0,,,,,,,,,,,,,,,,,
1083,18/12/2009,viernes,18,2422.94,0,0,0,,,,,,,,,,,,,,,,,
1084,19/12/2009,sábado,19,2408.13,1,0,0,,,,,,,,,,,,,,,,,
1085,20/12/2009,domingo,20,2418.40,1,0,0,,,,,,,,,,,,,,,,,
1086,21/12/2009,lunes,21,2255.56,0,0,0,,,,,,,,,,,,,,,,,
1087,22/12/2009,martes,22,2300.77,0,0,0,,,,,,,,,,,,,,,,,
1088,23/12/2009,miércoles,23,2335.22,0,0,0,,,,,,,,,,,,,,,,,
1089,24/12/2009,jueves,24,2285.35,0,0,0,,,,,,,,,,,,,,,,,
1090,25/12/2009,viernes,25,2143.18,0,1,0,,,,,,,,,,,,,,,,,
1091,26/12/2009,sábado,26,2054.88,1,0,0,,,,,,,,,,,,,,,,,
1092,27/12/2009,domingo,27,1990.49,1,0,0,,,,,,,,,,,,,,,,,
1093,28/12/2009,lunes,28,2051.22,0,0,0,,,,,,,,,,,,,,,,,
1094,29/12/2009,martes,29,2067.01,0,0,0,,,,,,,,,,,,,,,,,
1095,30/12/2009,miércoles,30,2279.89,0,0,0,,,,,,,,,,,,,,,,,
1096,31/12/2009,jueves,31,2269.05,0,0,0,,,,,,,,,,,,,,,,,
1097,1/1/2010,viernes,1,1934.33,0,1,0,,,,,,,,,,,,,,,,,
1098,2/1/2010,sábado,2,2000.34,1,0,0,,,,,,,,,,,,,,,,,
1099,3/1/2010,domingo,3,2142.23,1,0,0,,,,,,,,,,,,,,,,,
1100,4/1/2010,lunes,4,2140.73,0,0,0,,,,,,,,,,,,,,,,,
1101,5/1/2010,martes,5,2324.50,0,0,0,,,,,,,,,,,,,,,,,
1102,6/1/2010,miércoles,6,2268.73,0,0,0,,,,,,,,,,,,,,,,,
1103,7/1/2010,jueves,7,2415.76,0,0,0,,,,,,,,,,,,,,,,,
1104,8/1/2010,viernes,8,2132.68,0,0,0,,,,,,,,,,,,,,,,,
1105,9/1/2010,sábado,9,2264.00,1,0,0,,,,,,,,,,,,,,,,,
1106,10/1/2010,domingo,10,2471.07,1,0,0,,,,,,,,,,,,,,,,,
1107,11/1/2010,lunes,11,2099.51,0,0,0,,,,,,,,,,,,,,,,,
1108,12/1/2010,martes,12,2331.66,0,0,0,,,,,,,,,,,,,,,,,
1109,13/1/2010,miércoles,13,2396.67,0,0,0,,,,,,,,,,,,,,,,,
1110,14/1/2010,jueves,14,2576.89,0,0,0,,,,,,,,,,,,,,,,,
1111,15/1/2010,viernes,15,2618.12,0,0,0,,,,,,,,,,,,,,,,,
1112,16/1/2010,sábado,16,2437.10,1,0,0,,,,,,,,,,,,,,,,,
1113,17/1/2010,domingo,17,2427.26,1,0,0,,,,,,,,,,,,,,,,,
1114,18/1/2010,lunes,18,2457.27,0,0,0,,,,,,,,,,,,,,,,,
1115,19/1/2010,martes,19,2511.13,0,0,0,,,,,,,,,,,,,,,,,
1116,20/1/2010,miércoles,20,2511.78,0,0,0,,,,,,,,,,,,,,,,,
1117,21/1/2010,jueves,21,2497.10,0,0,0,,,,,,,,,,,,,,,,,
1118,22/1/2010,viernes,22,2581.94,0,0,0,,,,,,,,,,,,,,,,,
1119,23/1/2010,sábado,23,2627.78,1,0,0,,,,,,,,,,,,,,,,,
1120,24/1/2010,domingo,24,2495.62,1,0,0,,,,,,,,,,,,,,,,,
1121,25/1/2010,lunes,25,2417.43,0,0,0,,,,,,,,,,,,,,,,,
1122,26/1/2010,martes,26,2343.07,0,0,0,,,,,,,,,,,,,,,,,
1123,27/1/2010,miércoles,27,2415.70,0,0,0,,,,,,,,,,,,,,,,,
1124,28/1/2010,jueves,28,2384.85,0,0,0,,,,,,,,,,,,,,,,,
1125,29/1/2010,viernes,29,2337.58,0,0,0,,,,,,,,,,,,,,,,,
1126,30/1/2010,sábado,30,2407.35,1,0,0,,,,,,,,,,,,,,,,,
1127,31/1/2010,domingo,31,2485.27,1,0,0,,,,,,,,,,,,,,,,,
1128,1/2/2010,lunes,1,2398.92,0,0,0,,,,,,,,,,,,,,,,,
1129,2/2/2010,martes,2,2546.55,0,0,0,,,,,,,,,,,,,,,,,
1130,3/2/2010,miércoles,3,2550.95,0,0,0,,,,,,,,,,,,,,,,,
1131,4/2/2010,jueves,4,2279.56,0,0,0,,,,,,,,,,,,,,,,,
1132,5/2/2010,viernes,5,2249.52,0,0,0,,,,,,,,,,,,,,,,,
1133,6/2/2010,sábado,6,2330.78,1,0,0,,,,,,,,,,,,,,,,,
1134,7/2/2010,domingo,7,2338.92,1,0,0,,,,,,,,,,,,,,,,,
1135,8/2/2010,lunes,8,2483.57,0,0,0,,,,,,,,,,,,,,,,,
1136,9/2/2010,martes,9,2506.54,0,0,0,,,,,,,,,,,,,,,,,
1137,10/2/2010,miércoles,10,2371.36,0,0,0,,,,,,,,,,,,,,,,,
1138,11/2/2010,jueves,11,2204.35,0,0,0,,,,,,,,,,,,,,,,,
1139,12/2/2010,viernes,12,2157.13,0,0,0,,,,,,,,,,,,,,,,,
1140,13/2/2010,sábado,13,2098.81,1,0,0,,,,,,,,,,,,,,,,,
1141,14/2/2010,domingo,14,1860.46,1,0,0,,,,,,,,,,,,,,,,,
1142,15/2/2010,lunes,15,1930.80,0,1,0,,,,,,,,,,,,,,,,,
1143,16/2/2010,martes,16,2086.02,0,1,0,,,,,,,,,,,,,,,,,
1144,17/2/2010,miércoles,17,2376.18,0,0,0,,,,,,,,,,,,,,,,,
1145,18/2/2010,jueves,18,2366.14,0,0,0,,,,,,,,,,,,,,,,,
1146,19/2/2010,viernes,19,2638.98,0,0,0,,,,,,,,,,,,,,,,,
1147,20/2/2010,sábado,20,2458.43,1,0,0,,,,,,,,,,,,,,,,,
1148,21/2/2010,domingo,21,2358.31,1,0,0,,,,,,,,,,,,,,,,,
1149,22/2/2010,lunes,22,2497.69,0,0,0,,,,,,,,,,,,,,,,,
1150,23/2/2010,martes,23,2337.12,0,0,0,,,,,,,,,,,,,,,,,
1151,24/2/2010,miércoles,24,2480.29,0,0,0,,,,,,,,,,,,,,,,,
1152,25/2/2010,jueves,25,2491.89,0,0,0,,,,,,,,,,,,,,,,,
1153,26/2/2010,viernes,26,2289.79,0,0,0,,,,,,,,,,,,,,,,,
1154,27/2/2010,sábado,27,2468.26,1,0,0,,,,,,,,,,,,,,,,,
1155,28/2/2010,domingo,28,2300.47,1,0,0,,,,,,,,,,,,,,,,,
1156,1/3/2010,lunes,1,2532.90,0,0,0,,,,,,,,,,,,,,,,,
1157,2/3/2010,martes,2,2481.54,0,0,0,,,,,,,,,,,,,,,,,
1158,3/3/2010,miércoles,3,2537.74,0,0,0,,,,,,,,,,,,,,,,,
1159,4/3/2010,jueves,4,2571.64,0,0,0,,,,,,,,,,,,,,,,,
1160,5/3/2010,viernes,5,2507.35,0,0,0,,,,,,,,,,,,,,,,,
1161,6/3/2010,sábado,6,2520.60,1,0,0,,,,,,,,,,,,,,,,,
1162,7/3/2010,domingo,7,2512.47,1,0,0,,,,,,,,,,,,,,,,,
1163,8/3/2010,lunes,8,2664.56,0,0,0,,,,,,,,,,,,,,,,,
1164,9/3/2010,martes,9,2602.96,0,0,0,,,,,,,,,,,,,,,,,
1165,10/3/2010,miércoles,10,2491.36,0,0,0,,,,,,,,,,,,,,,,,
1166,11/3/2010,jueves,11,2262.77,0,0,0,,,,,,,,,,,,,,,,,
1167,12/3/2010,viernes,12,2300.31,0,0,0,,,,,,,,,,,,,,,,,
1168,13/3/2010,sábado,13,2550.02,1,0,0,,,,,,,,,,,,,,,,,
1169,14/3/2010,domingo,14,2467.33,1,0,0,,,,,,,,,,,,,,,,,
1170,15/3/2010,lunes,15,2463.75,0,0,0,,,,,,,,,,,,,,,,,
1171,16/3/2010,martes,16,2588.40,0,0,0,,,,,,,,,,,,,,,,,
1172,17/3/2010,miércoles,17,2531.01,0,0,0,,,,,,,,,,,,,,,,,
1173,18/3/2010,jueves,18,2429.33,0,0,0,,,,,,,,,,,,,,,,,
1174,19/3/2010,viernes,19,2412.78,0,0,0,,,,,,,,,,,,,,,,,
1175,20/3/2010,sábado,20,2208.40,1,0,0,,,,,,,,,,,,,,,,,
1176,21/3/2010,domingo,21,2161.46,1,0,0,,,,,,,,,,,,,,,,,
1177,22/3/2010,lunes,22,2234.30,0,0,0,,,,,,,,,,,,,,,,,
1178,23/3/2010,martes,23,2124.05,0,0,0,,,,,,,,,,,,,,,,,
1179,24/3/2010,miércoles,24,2174.61,0,0,0,,,,,,,,,,,,,,,,,
1180,25/3/2010,jueves,25,2162.48,0,0,0,,,,,,,,,,,,,,,,,
1181,26/3/2010,viernes,26,2145.36,0,0,0,,,,,,,,,,,,,,,,,
1182,27/3/2010,sábado,27,2211.18,1,0,0,,,,,,,,,,,,,,,,,
1183,28/3/2010,domingo,28,2077.23,1,0,0,,,,,,,,,,,,,,,,,
1184,29/3/2010,lunes,29,2203.68,0,0,0,,,,,,,,,,,,,,,,,
1185,30/3/2010,martes,30,2261.40,0,0,0,,,,,,,,,,,,,,,,,
1186,31/3/2010,miércoles,31,2128.18,0,0,0,,,,,,,,,,,,,,,,,
1187,1/4/2010,jueves,1,2169.77,0,0,0,,,,,,,,,,,,,,,,,
1188,2/4/2010,viernes,2,1941.27,0,1,0,,,,,,,,,,,,,,,,,
1189,3/4/2010,sábado,3,1902.12,1,0,0,,,,,,,,,,,,,,,,,
1190,4/4/2010,domingo,4,1915.01,1,0,0,,,,,,,,,,,,,,,,,
1191,5/4/2010,lunes,5,2122.60,0,0,0,,,,,,,,,,,,,,,,,
1192,6/4/2010,martes,6,2038.46,0,0,0,,,,,,,,,,,,,,,,,
1193,7/4/2010,miércoles,7,2040.73,0,0,0,,,,,,,,,,,,,,,,,
1194,8/4/2010,jueves,8,2093.25,0,0,0,,,,,,,,,,,,,,,,,
1195,9/4/2010,viernes,9,2079.40,0,0,0,,,,,,,,,,,,,,,,,
1196,10/4/2010,sábado,10,2045.44,1,0,0,,,,,,,,,,,,,,,,,
1197,11/4/2010,domingo,11,2015.72,1,0,0,,,,,,,,,,,,,,,,,
1198,12/4/2010,lunes,12,2069.69,0,0,0,,,,,,,,,,,,,,,,,
1199,13/4/2010,martes,13,2054.38,0,0,0,,,,,,,,,,,,,,,,,
1200,14/4/2010,miércoles,14,2113.11,0,0,0,,,,,,,,,,,,,,,,,
1201,15/4/2010,jueves,15,2010.53,0,0,0,,,,,,,,,,,,,,,,,
1202,16/4/2010,viernes,16,2041.48,0,0,0,,,,,,,,,,,,,,,,,
1203,17/4/2010,sábado,17,2139.32,1,0,0,,,,,,,,,,,,,,,,,
1204,18/4/2010,domingo,18,2067.58,1,0,0,,,,,,,,,,,,,,,,,
1205,19/4/2010,lunes,19,2084.55,0,0,0,,,,,,,,,,,,,,,,,
1206,20/4/2010,martes,20,2100.79,0,0,0,,,,,,,,,,,,,,,,,
1207,21/4/2010,miércoles,21,2174.71,0,0,0,,,,,,,,,,,,,,,,,
1208,22/4/2010,jueves,22,2106.10,0,0,0,,,,,,,,,,,,,,,,,
1209,23/4/2010,viernes,23,2020.72,0,0,0,,,,,,,,,,,,,,,,,
1210,24/4/2010,sábado,24,2028.96,1,0,0,,,,,,,,,,,,,,,,,
1211,25/4/2010,domingo,25,1999.44,1,0,0,,,,,,,,,,,,,,,,,
1212,26/4/2010,lunes,26,2092.28,0,0,0,,,,,,,,,,,,,,,,,
1213,27/4/2010,martes,27,2077.43,0,0,0,,,,,,,,,,,,,,,,,
1214,28/4/2010,miércoles,28,1992.52,0,0,0,,,,,,,,,,,,,,,,,
1215,29/4/2010,jueves,29,2001.50,0,0,0,,,,,,,,,,,,,,,,,
1216,30/4/2010,viernes,30,2023.69,0,0,0,,,,,,,,,,,,,,,,,
1217,1/5/2010,sábado,1,1842.57,1,1,0,,,,,,,,,,,,,,,,,
1218,2/5/2010,domingo,2,1776.92,1,0,0,,,,,,,,,,,,,,,,,
1219,3/5/2010,lunes,3,1917.74,0,0,0,,,,,,,,,,,,,,,,,
1220,4/5/2010,martes,4,2130.54,0,0,0,,,,,,,,,,,,,,,,,
1221,5/5/2010,miércoles,5,2071.42,0,0,0,,,,,,,,,,,,,,,,,
1222,6/5/2010,jueves,6,2079.72,0,0,0,,,,,,,,,,,,,,,,,
1223,7/5/2010,viernes,7,2079.31,0,0,0,,,,,,,,,,,,,,,,,
1224,8/5/2010,sábado,8,2071.56,1,0,0,,,,,,,,,,,,,,,,,
1225,9/5/2010,domingo,9,1996.58,1,0,0,,,,,,,,,,,,,,,,,
1226,10/5/2010,lunes,10,1961.96,0,0,0,,,,,,,,,,,,,,,,,
1227,11/5/2010,martes,11,2130.44,0,0,0,,,,,,,,,,,,,,,,,
1228,12/5/2010,miércoles,12,2104.43,0,0,0,,,,,,,,,,,,,,,,,
1229,13/5/2010,jueves,13,2146.02,0,0,0,,,,,,,,,,,,,,,,,
1230,14/5/2010,viernes,14,2149.25,0,0,0,,,,,,,,,,,,,,,,,
1231,15/5/2010,sábado,15,2157.39,1,0,0,,,,,,,,,,,,,,,,,
1232,16/5/2010,domingo,16,2086.88,1,0,0,,,,,,,,,,,,,,,,,
1233,17/5/2010,lunes,17,2263.42,0,0,0,,,,,,,,,,,,,,,,,
1234,18/5/2010,martes,18,2468.71,0,0,0,,,,,,,,,,,,,,,,,
1235,19/5/2010,miércoles,19,2497.06,0,0,0,,,,,,,,,,,,,,,,,
1236,20/5/2010,jueves,20,2366.66,0,0,0,,,,,,,,,,,,,,,,,
1237,21/5/2010,viernes,21,2264.71,0,0,0,,,,,,,,,,,,,,,,,
1238,22/5/2010,sábado,22,2255.39,1,0,0,,,,,,,,,,,,,,,,,
1239,23/5/2010,domingo,23,2175.43,1,0,0,,,,,,,,,,,,,,,,,
1240,24/5/2010,lunes,24,2323.88,0,1,0,,,,,,,,,,,,,,,,,
1241,25/5/2010,martes,25,2375.47,0,0,0,,,,,,,,,,,,,,,,,
1242,26/5/2010,miércoles,26,2359.23,0,0,0,,,,,,,,,,,,,,,,,
1243,27/5/2010,jueves,27,2396.86,0,0,0,,,,,,,,,,,,,,,,,
1244,28/5/2010,viernes,28,2311.37,0,0,0,,,,,,,,,,,,,,,,,
1245,29/5/2010,sábado,29,2359.22,1,0,0,,,,,,,,,,,,,,,,,
1246,30/5/2010,domingo,30,2285.90,1,0,0,,,,,,,,,,,,,,,,,
1247,31/5/2010,lunes,31,2363.05,0,0,0,,,,,,,,,,,,,,,,,
1248,1/6/2010,martes,1,2355.45,0,0,1,,,,,,,,,,,,,,,,,
1249,2/6/2010,miércoles,2,2194.62,0,0,1,,,,,,,,,,,,,,,,,
1250,3/6/2010,jueves,3,2350.75,0,0,1,,,,,,,,,,,,,,,,,
1251,4/6/2010,viernes,4,2399.58,0,0,1,,,,,,,,,,,,,,,,,
1252,5/6/2010,sábado,5,2291.54,1,0,1,,,,,,,,,,,,,,,,,
1253,6/6/2010,domingo,6,2220.96,1,0,1,,,,,,,,,,,,,,,,,
1254,7/6/2010,lunes,7,2302.62,0,0,1,,,,,,,,,,,,,,,,,
1255,8/6/2010,martes,8,2271.46,0,0,1,,,,,,,,,,,,,,,,,
1256,9/6/2010,miércoles,9,2346.18,0,0,1,,,,,,,,,,,,,,,,,
1257,10/6/2010,jueves,10,2374.14,0,0,1,,,,,,,,,,,,,,,,,
1258,11/6/2010,viernes,11,2350.12,0,0,1,,,,,,,,,,,,,,,,,
1259,12/6/2010,sábado,12,2333.86,1,0,1,,,,,,,,,,,,,,,,,
1260,13/6/2010,domingo,13,2214.06,1,0,1,,,,,,,,,,,,,,,,,
1261,14/6/2010,lunes,14,2258.14,0,0,1,,,,,,,,,,,,,,,,,
1262,15/6/2010,martes,15,2239.11,0,0,1,,,,,,,,,,,,,,,,,
1263,16/6/2010,miércoles,16,2240.13,0,0,1,,,,,,,,,,,,,,,,,
1264,17/6/2010,jueves,17,2251.14,0,0,1,,,,,,,,,,,,,,,,,
1265,18/6/2010,viernes,18,2336.28,0,0,1,,,,,,,,,,,,,,,,,
1266,19/6/2010,sábado,19,2110.07,1,0,1,,,,,,,,,,,,,,,,,
1267,20/6/2010,domingo,20,2095.38,1,0,1,,,,,,,,,,,,,,,,,
1268,21/6/2010,lunes,21,2291.95,0,0,1,,,,,,,,,,,,,,,,,
1269,22/6/2010,martes,22,2298.13,0,0,1,,,,,,,,,,,,,,,,,
1270,23/6/2010,miércoles,23,2280.76,0,0,1,,,,,,,,,,,,,,,,,
1271,24/6/2010,jueves,24,2298.50,0,0,1,,,,,,,,,,,,,,,,,
1272,25/6/2010,viernes,25,2339.35,0,0,1,,,,,,,,,,,,,,,,,
1273,26/6/2010,sábado,26,2269.50,1,0,1,,,,,,,,,,,,,,,,,
1274,27/6/2010,domingo,27,2254.44,1,0,1,,,,,,,,,,,,,,,,,
1275,28/6/2010,lunes,28,2333.13,0,0,1,,,,,,,,,,,,,,,,,
1276,29/6/2010,martes,29,2310.81,0,0,1,,,,,,,,,,,,,,,,,
1277,30/6/2010,miércoles,30,2292.62,0,0,1,,,,,,,,,,,,,,,,,
1278,1/7/2010,jueves,1,2274.08,0,0,1,,,,,,,,,,,,,,,,,
1279,2/7/2010,viernes,2,2298.61,0,0,1,,,,,,,,,,,,,,,,,
1280,3/7/2010,sábado,3,2233.77,1,0,1,,,,,,,,,,,,,,,,,
1281,4/7/2010,domingo,4,2148.26,1,0,1,,,,,,,,,,,,,,,,,
1282,5/7/2010,lunes,5,2240.03,0,0,1,,,,,,,,,,,,,,,,,
1283,6/7/2010,martes,6,2226.49,0,0,1,,,,,,,,,,,,,,,,,
1284,7/7/2010,miércoles,7,2240.06,0,0,1,,,,,,,,,,,,,,,,,
