n,date,day-week,day-month,val,weekend,holiday,sequia,,,,,,,,,,,,,,,,,
1602,21/5/2011,sábado,21,2332.72,1,0,0,,,,,,,,,,,,,,,,,
1603,22/5/2011,domingo,22,1842.48,1,0,0,,,,,,,,,,,,,,,,,
1604,23/5/2011,lunes,23,2313.73,0,0,0,,,,,,,,,,,,,,,,,
1605,24/5/2011,martes,24,2293.86,0,1,0,,,,,,,,,,,,,,,,,
1606,25/5/2011,miércoles,25,2393.68,0,0,0,,,,,,,,,,,,,,,,,
1607,26/5/2011,jueves,26,2360.77,0,0,0,,,,,,,,,,,,,,,,,
1608,27/5/2011,viernes,27,2321.65,0,0,0,,,,,,,,,,,,,,,,,
1609,28/5/2011,sábado,28,2303.79,1,0,0,,,,,,,,,,,,,,,,,
1610,29/5/2011,domingo,29,2223.92,1,0,0,,,,,,,,,,,,,,,,,
1611,30/5/2011,lunes,30,2345.18,0,0,0,,,,,,,,,,,,,,,,,
1612,31/5/2011,martes,31,2450.04,0,0,0,,,,,,,,,,,,,,,,,
1613,1/6/2011,miércoles,1,2403.94,0,0,1,,,,,,,,,,,,,,,,,
1614,2/6/2011,jueves,2,2357.01,0,0,1,,,,,,,,,,,,,,,,,
1615,3/6/2011,viernes,3,2384.59,0,0,1,,,,,,,,,,,,,,,,,
1616,4/6/2011,sábado,4,2353.38,1,0,1,,,,,,,,,,,,,,,,,
1617,5/6/2011,domingo,5,2389.75,1,0,1,,,,,,,,,,,,,,,,,
1618,6/6/2011,lunes,6,2365.47,0,0,1,,,,,,,,,,,,,,,,,
1619,7/6/2011,martes,7,2439.18,0,0,1,,,,,,,,,,,,,,,,,
1620,8/6/2011,miércoles,8,2479.29,0,0,1,,,,,,,,,,,,,,,,,
1621,9/6/2011,jueves,9,2508.77,0,0,1,,,,,,,,,,,,,,,,,
1622,10/6/2011,viernes,10,2403.36,0,0,1,,,,,,,,,,,,,,,,,
1623,11/6/2011,sábado,11,2444.57,1,0,1,,,,,,,,,,,,,,,,,
1624,12/6/2011,domingo,12,2402.06,1,0,1,,,,,,,,,,,,,,,,,
1625,13/6/2011,lunes,13,2380.66,0,0,1,,,,,,,,,,,,,,,,,
1626,14/6/2011,martes,14,2415.24,0,0,1,,,,,,,,,,,,,,,,,
1627,15/6/2011,miércoles,15,2387.85,0,0,1,,,,,,,,,,,,,,,,,
1628,16/6/2011,jueves,16,2331.45,0,0,1,,,,,,,,,,,,,,,,,
1629,17/6/2011,viernes,17,2338.29,0,0,1,,,,,,,,,,,,,,,,,
1630,18/6/2011,sábado,18,2398.36,1,0,1,,,,,,,,,,,,,,,,,
1631,19/6/2011,domingo,19,2256.80,1,0,1,,,,,,,,,,,,,,,,,
1632,20/6/2011,lunes,20,2325.07,0,0,1,,,,,,,,,,,,,,,,,
1633,21/6/2011,martes,21,2370.96,0,0,1,,,,,,,,,,,,,,,,,
1634,22/6/2011,miércoles,22,2338.94,0,0,1,,,,,,,,,,,,,,,,,
1635,23/6/2011,jueves,23,2310.76,0,0,1,,,,,,,,,,,,,,,,,
1636,24/6/2011,viernes,24,2384.14,0,0,1,,,,,,,,,,,,,,,,,
1637,25/6/2011,sábado,25,2298.43,1,0,1,,,,,,,,,,,,,,,,,
1638,26/6/2011,domingo,26,2319.70,1,0,1,,,,,,,,,,,,,,,,,
1639,27/6/2011,lunes,27,2361.30,0,0,1,,,,,,,,,,,,,,,,,
1640,28/6/2011,martes,28,2406.15,0,0,1,,,,,,,,,,,,,,,,,
1641,29/6/2011,miércoles,29,2363.53,0,0,1,,,,,,,,,,,,,,,,,
1642,30/6/2011,jueves,30,2364.71,0,0,1,,,,,,,,,,,,,,,,,
1643,1/7/2011,viernes,1,2406.51,0,0,1,,,,,,,,,,,,,,,,,
1644,2/7/2011,sábado,2,2287.94,1,0,1,,,,,,,,,,,,,,,,,
1645,3/7/2011,domingo,3,2287.09,1,0,1,,,,,,,,,,,,,,,,,
1646,4/7/2011,lunes,4,2370.02,0,0,1,,,,,,,,,,,,,,,,,
1647,5/7/2011,martes,5,2467.61,0,0,1,,,,,,,,,,,,,,,,,
1648,6/7/2011,miércoles,6,2424.96,0,0,1,,,,,,,,,,,,,,,,,
1649,7/7/2011,jueves,7,2425.26,0,0,1,,,,,,,,,,,,,,,,,
1650,8/7/2011,viernes,8,2430.62,0,0,1,,,,,,,,,,,,,,,,,
1651,9/7/2011,sábado,9,2408.99,1,0,1,,,,,,,,,,,,,,,,,
1652,10/7/2011,domingo,10,2325.76,1,0,1,,,,,,,,,,,,,,,,,
1653,11/7/2011,lunes,11,2366.06,0,0,1,,,,,,,,,,,,,,,,,
1654,12/7/2011,martes,12,2393.23,0,0,1,,,,,,,,,,,,,,,,,
1655,13/7/2011,miércoles,13,2387.95,0,0,1,,,,,,,,,,,,,,,,,
1656,14/7/2011,jueves,14,2426.13,0,0,1,,,,,,,,,,,,,,,,,
1657,15/7/2011,viernes,15,2366.17,0,0,1,,,,,,,,,,,,,,,,,
1658,16/7/2011,sábado,16,2334.98,1,0,1,,,,,,,,,,,,,,,,,
1659,17/7/2011,domingo,17,2365.82,1,0,1,,,,,,,,,,,,,,,,,
1660,18/7/2011,lunes,18,2404.96,0,0,1,,,,,,,,,,,,,,,,,
1661,19/7/2011,martes,19,2373.00,0,0,1,,,,,,,,,,,,,,,,,
1662,20/7/2011,miércoles,20,2410.54,0,0,1,,,,,,,,,,,,,,,,,
1663,21/7/2011,jueves,21,2400.96,0,0,1,,,,,,,,,,,,,,,,,
1664,22/7/2011,viernes,22,2282.26,0,0,1,,,,,,,,,,,,,,,,,
1665,23/7/2011,sábado,23,2387.30,1,0,1,,,,,,,,,,,,,,,,,
1666,24/7/2011,domingo,24,2412.92,1,0,1,,,,,,,,,,,,,,,,,
1667,25/7/2011,lunes,25,2417.49,0,0,1,,,,,,,,,,,,,,,,,
1668,26/7/2011,martes,26,2485.33,0,0,1,,,,,,,,,,,,,,,,,
1669,27/7/2011,miércoles,27,2458.82,0,0,1,,,,,,,,,,,,,,,,,
1670,28/7/2011,jueves,28,2474.60,0,0,1,,,,,,,,,,,,,,,,,
1671,29/7/2011,viernes,29,2379.82,0,0,1,,,,,,,,,,,,,,,,,
1672,30/7/2011,sábado,30,2315.41,1,0,1,,,,,,,,,,,,,,,,,
1673,31/7/2011,domingo,31,2269.12,1,0,1,,,,,,,,,,,,,,,,,
1674,1/8/2011,lunes,1,2324.40,0,0,1,,,,,,,,,,,,,,,,,
1675,2/8/2011,martes,2,2317.52,0,0,1,,,,,,,,,,,,,,,,,
1676,3/8/2011,miércoles,3,2359.81,0,0,1,,,,,,,,,,,,,,,,,
1677,4/8/2011,jueves,4,2350.24,0,0,1,,,,,,,,,,,,,,,,,
1678,5/8/2011,viernes,5,2341.21,0,0,1,,,,,,,,,,,,,,,,,
1679,6/8/2011,sábado,6,2340.05,1,0,1,,,,,,,,,,,,,,,,,
1680,7/8/2011,domingo,7,2197.01,1,0,1,,,,,,,,,,,,,,,,,
1681,8/8/2011,lunes,8,2310.64,0,0,1,,,,,,,,,,,,,,,,,
1682,9/8/2011,martes,9,2332.79,0,0,1,,,,,,,,,,,,,,,,,
1683,10/8/2011,miércoles,10,2369.09,0,1,1,,,,,,,,,,,,,,,,,
1684,11/8/2011,jueves,11,2338.02,0,0,1,,,,,,,,,,,,,,,,,
1685,12/8/2011,viernes,12,2243.85,0,0,1,,,,,,,,,,,,,,,,,
1686,13/8/2011,sábado,13,2248.22,1,0,1,,,,,,,,,,,,,,,,,
1687,14/8/2011,domingo,14,2173.24,1,0,1,,,,,,,,,,,,,,,,,
1688,15/8/2011,lunes,15,2293.78,0,0,1,,,,,,,,,,,,,,,,,
1689,16/8/2011,martes,16,2364.81,0,0,1,,,,,,,,,,,,,,,,,
1690,17/8/2011,miércoles,17,2364.61,0,0,1,,,,,,,,,,,,,,,,,
1691,18/8/2011,jueves,18,2289.19,0,0,1,,,,,,,,,,,,,,,,,
1692,19/8/2011,viernes,19,2329.16,0,0,1,,,,,,,,,,,,,,,,,
1693,20/8/2011,sábado,20,2326.99,1,0,1,,,,,,,,,,,,,,,,,
1694,21/8/2011,domingo,21,2273.67,1,0,1,,,,,,,,,,,,,,,,,
1695,22/8/2011,lunes,22,2318.03,0,0,1,,,,,,,,,,,,,,,,,
1696,23/8/2011,martes,23,2248.38,0,0,1,,,,,,,,,,,,,,,,,
1697,24/8/2011,miércoles,24,2261.40,0,0,1,,,,,,,,,,,,,,,,,
1698,25/8/2011,jueves,25,2272.42,0,0,1,,,,,,,,,,,,,,,,,
1699,26/8/2011,viernes,26,2225.12,0,0,1,,,,,,,,,,,,,,,,,
1700,27/8/2011,sábado,27,2248.37,1,0,1,,,,,,,,,,,,,,,,,
1701,28/8/2011,domingo,28,2115.91,1,0,1,,,,,,,,,,,,,,,,,
1702,29/8/2011,lunes,29,2269.47,0,0,1,,,,,,,,,,,,,,,,,
1703,30/8/2011,martes,30,2248.35,0,0,1,,,,,,,,,,,,,,,,,
1704,31/8/2011,miércoles,31,2302.75,0,0,1,,,,,,,,,,,,,,,,,
1705,1/9/2011,jueves,1,2335.01,0,0,1,,,,,,,,,,,,,,,,,
1706,2/9/2011,viernes,2,2331.85,0,0,1,,,,,,,,,,,,,,,,,
1707,3/9/2011,sábado,3,2387.64,1,0,1,,,,,,,,,,,,,,,,,
1708,4/9/2011,domingo,4,2279.15,1,0,1,,,,,,,,,,,,,,,,,
1709,5/9/2011,lunes,5,2380.05,0,0,1,,,,,,,,,,,,,,,,,
1710,6/9/2011,martes,6,2355.79,0,0,1,,,,,,,,,,,,,,,,,
1711,7/9/2011,miércoles,7,2383.05,0,0,1,,,,,,,,,,,,,,,,,
1712,8/9/2011,jueves,8,2324.42,0,0,1,,,,,,,,,,,,,,,,,
1713,9/9/2011,viernes,9,2302.76,0,0,1,,,,,,,,,,,,,,,,,
1714,10/9/2011,sábado,10,2291.53,1,0,1,,,,,,,,,,,,,,,,,
1715,11/9/2011,domingo,11,2236.26,1,0,1,,,,,,,,,,,,,,,,,
1716,12/9/2011,lunes,12,2346.62,0,0,1,,,,,,,,,,,,,,,,,
1717,13/9/2011,martes,13,2386.04,0,0,1,,,,,,,,,,,,,,,,,
1718,14/9/2011,miércoles,14,2378.33,0,0,1,,,,,,,,,,,,,,,,,
1719,15/9/2011,jueves,15,2445.12,0,0,1,,,,,,,,,,,,,,,,,
1720,16/9/2011,viernes,16,2388.87,0,0,1,,,,,,,,,,,,,,,,,
1721,17/9/2011,sábado,17,2304.32,1,0,1,,,,,,,,,,,,,,,,,
1722,18/9/2011,domingo,18,2336.48,1,0,1,,,,,,,,,,,,,,,,,
1723,19/9/2011,lunes,19,2361.88,0,0,1,,,,,,,,,,,,,,,,,
1724,20/9/2011,martes,20,2391.00,0,0,1,,,,,,,,,,,,,,,,,
1725,21/9/2011,miércoles,21,2420.97,0,0,1,,,,,,,,,,,,,,,,,
1726,22/9/2011,jueves,22,2414.34,0,0,1,,,,,,,,,,,,,,,,,
1727,23/9/2011,viernes,23,2398.98,0,0,1,,,,,,,,,,,,,,,,,
1728,24/9/2011,sábado,24,2317.27,1,0,1,,,,,,,,,,,,,,,,,
1729,25/9/2011,domingo,25,2354.98,1,0,1,,,,,,,,,,,,,,,,,
1730,26/9/2011,lunes,26,2364.45,0,0,1,,,,,,,,,,,,,,,,,
1731,27/9/2011,martes,27,2358.70,0,0,1,,,,,,,,,,,,,,,,,
1732,28/9/2011,miércoles,28,2382.86,0,0,1,,,,,,,,,,,,,,,,,
1733,29/9/2011,jueves,29,2339.36,0,0,1,,,,,,,,,,,,,,,,,
1734,30/9/2011,viernes,30,2411.89,0,0,1,,,,,,,,,,,,,,,,,
1735,1/10/2011,sábado,1,2359.92,1,0,0,,,,,,,,,,,,,,,,,
1736,2/10/2011,domingo,2,2319.01,1,0,0,,,,,,,,,,,,,,,,,
1737,3/10/2011,lunes,3,2295.79,0,0,0,,,,,,,,,,,,,,,,,
1738,4/10/2011,martes,4,2253.79,0,0,0,,,,,,,,,,,,,,,,,
1739,5/10/2011,miércoles,5,2283.68,0,0,0,,,,,,,,,,,,,,,,,
1740,6/10/2011,jueves,6,2279.91,0,0,0,,,,,,,,,,,,,,,,,
1741,7/10/2011,viernes,7,2242.52,0,0,0,,,,,,,,,,,,,,,,,
1742,8/10/2011,sábado,8,2333.30,1,0,0,,,,,,,,,,,,,,,,,
1743,9/10/2011,domingo,9,2298.79,1,1,0,,,,,,,,,,,,,,,,,
1744,10/10/2011,lunes,10,2362.09,0,0,0,,,,,,,,,,,,,,,,,
1745,11/10/2011,martes,11,2284.06,0,0,0,,,,,,,,,,,,,,,,,
1746,12/10/2011,miércoles,12,2301.76,0,0,0,,,,,,,,,,,,,,,,,
1747,13/10/2011,jueves,13,2305.96,0,0,0,,,,,,,,,,,,,,,,,
1748,14/10/2011,viernes,14,2281.69,0,0,0,,,,,,,,,,,,,,,,,
1749,15/10/2011,sábado,15,2292.77,1,0,0,,,,,,,,,,,,,,,,,
1750,16/10/2011,domingo,16,2343.06,1,0,0,,,,,,,,,,,,,,,,,
1751,17/10/2011,lunes,17,2316.03,0,0,0,,,,,,,,,,,,,,,,,
1752,18/10/2011,martes,18,2339.66,0,0,0,,,,,,,,,,,,,,,,,
1753,19/10/2011,miércoles,19,2333.65,0,0,0,,,,,,,,,,,,,,,,,
1754,20/10/2011,jueves,20,2356.78,0,0,0,,,,,,,,,,,,,,,,,
1755,21/10/2011,viernes,21,2211.85,0,0,0,,,,,,,,,,,,,,,,,
1756,22/10/2011,sábado,22,2259.37,1,0,0,,,,,,,,,,,,,,,,,
1757,23/10/2011,domingo,23,2349.25,1,0,0,,,,,,,,,,,,,,,,,
1758,24/10/2011,lunes,24,2385.03,0,0,0,,,,,,,,,,,,,,,,,
1759,25/10/2011,martes,25,2443.67,0,0,0,,,,,,,,,,,,,,,,,
1760,26/10/2011,miércoles,26,2387.78,0,0,0,,,,,,,,,,,,,,,,,
1761,27/10/2011,jueves,27,2309.82,0,0,0,,,,,,,,,,,,,,,,,
1762,28/10/2011,viernes,28,2199.21,0,0,0,,,,,,,,,,,,,,,,,
1763,29/10/2011,sábado,29,2224.55,1,0,0,,,,,,,,,,,,,,,,,
1764,30/10/2011,domingo,30,2316.60,1,0,0,,,,,,,,,,,,,,,,,
1765,31/10/2011,lunes,31,2298.99,0,0,0,,,,,,,,,,,,,,,,,
1766,1/11/2011,martes,1,2306.19,0,0,0,,,,,,,,,,,,,,,,,
1767,2/11/2011,miércoles,2,2240.52,0,1,0,,,,,,,,,,,,,,,,,
1768,3/11/2011,jueves,3,2225.78,0,1,0,,,,,,,,,,,,,,,,,
1769,4/11/2011,viernes,4,2165.69,0,0,0,,,,,,,,,,,,,,,,,
1770,5/11/2011,sábado,5,2290.63,1,0,0,,,,,,,,,,,,,,,,,
1771,6/11/2011,domingo,6,2259.64,1,0,0,,,,,,,,,,,,,,,,,
1772,7/11/2011,lunes,7,2323.00,0,0,0,,,,,,,,,,,,,,,,,
1773,8/11/2011,martes,8,2206.43,0,0,0,,,,,,,,,,,,,,,,,
1774,9/11/2011,miércoles,9,2288.56,0,0,0,,,,,,,,,,,,,,,,,
1775,10/11/2011,jueves,10,2398.73,0,0,0,,,,,,,,,,,,,,,,,
1776,11/11/2011,viernes,11,2254.28,0,0,0,,,,,,,,,,,,,,,,,
1777,12/11/2011,sábado,12,2240.56,1,0,0,,,,,,,,,,,,,,,,,
1778,13/11/2011,domingo,13,2248.06,1,0,0,,,,,,,,,,,,,,,,,
1779,14/11/2011,lunes,14,2408.54,0,0,0,,,,,,,,,,,,,,,,,
1780,15/11/2011,martes,15,2301.10,0,0,0,,,,,,,,,,,,,,,,,
1781,16/11/2011,miércoles,16,2359.49,0,0,0,,,,,,,,,,,,,,,,,
1782,17/11/2011,jueves,17,2394.92,0,0,0,,,,,,,,,,,,,,,,,
1783,18/11/2011,viernes,18,2294.26,0,0,0,,,,,,,,,,,,,,,,,
1784,19/11/2011,sábado,19,2366.75,1,0,0,,,,,,,,,,,,,,,,,
1785,20/11/2011,domingo,20,2320.14,1,0,0,,,,,,,,,,,,,,,,,
1786,21/11/2011,lunes,21,2303.02,0,0,0,,,,,,,,,,,,,,,,,
1787,22/11/2011,martes,22,2388.06,0,0,0,,,,,,,,,,,,,,,,,
1788,23/11/2011,miércoles,23,2331.08,0,0,0,,,,,,,,,,,,,,,,,
1789,24/11/2011,jueves,24,2280.50,0,0,0,,,,,,,,,,,,,,,,,
1790,25/11/2011,viernes,25,2297.76,0,0,0,,,,,,,,,,,,,,,,,
1791,26/11/2011,sábado,26,2266.46,1,0,0,,,,,,,,,,,,,,,,,
1792,27/11/2011,domingo,27,2228.52,1,0,0,,,,,,,,,,,,,,,,,
1793,28/11/2011,lunes,28,2311.03,0,0,0,,,,,,,,,,,,,,,,,
1794,29/11/2011,martes,29,2298.45,0,0,0,,,,,,,,,,,,,,,,,
1795,30/11/2011,miércoles,30,2326.81,0,0,0,,,,,,,,,,,,,,,,,
1796,1/12/2011,jueves,1,2392.22,0,0,0,,,,,,,,,,,,,,,,,
1797,2/12/2011,viernes,2,2299.94,0,0,0,,,,,,,,,,,,,,,,,
1798,3/12/2011,sábado,3,2203.99,1,0,0,,,,,,,,,,,,,,,,,
1799,4/12/2011,domingo,4,2149.49,1,0,0,,,,,,,,,,,,,,,,,
1800,5/12/2011,lunes,5,2210.04,0,0,0,,,,,,,,,,,,,,,,,
1801,6/12/2011,martes,6,2268.43,0,1,0,,,,,,,,,,,,,,,,,
1802,7/12/2011,miércoles,7,2291.90,0,0,0,,,,,,,,,,,,,,,,,
1803,8/12/2011,jueves,8,2299.22,0,0,0,,,,,,,,,,,,,,,,,
1804,9/12/2011,viernes,9,1976.07,0,0,0,,,,,,,,,,,,,,,,,
1805,10/12/2011,sábado,10,2300.06,1,0,0,,,,,,,,,,,,,,,,,
1806,11/12/2011,domingo,11,2173.87,1,0,0,,,,,,,,,,,,,,,,,
1807,12/12/2011,lunes,12,1837.18,0,0,0,,,,,,,,,,,,,,,,,
1808,13/12/2011,martes,13,2361.66,0,0,0,,,,,,,,,,,,,,,,,
1809,14/12/2011,miércoles,14,2217.08,0,0,0,,,,,,,,,,,,,,,,,
1810,15/12/2011,jueves,15,2178.94,0,0,0,,,,,,,,,,,,,,,,,
1811,16/12/2011,viernes,16,2268.37,0,0,0,,,,,,,,,,,,,,,,,
1812,17/12/2011,sábado,17,2181.42,1,0,0,,,,,,,,,,,,,,,,,
1813,18/12/2011,domingo,18,2134.87,1,0,0,,,,,,,,,,,,,,,,,
1814,19/12/2011,lunes,19,2182.70,0,0,0,,,,,,,,,,,,,,,,,
1815,20/12/2011,martes,20,2233.67,0,0,0,,,,,,,,,,,,,,,,,
1816,21/12/2011,miércoles,21,2343.69,0,0,0,,,,,,,,,,,,,,,,,
1817,22/12/2011,jueves,22,2312.32,0,0,0,,,,,,,,,,,,,,,,,
1818,23/12/2011,viernes,23,2294.47,0,0,0,,,,,,,,,,,,,,,,,
1819,24/12/2011,sábado,24,2290.15,1,0,0,,,,,,,,,,,,,,,,,
1820,25/12/2011,domingo,25,2212.86,1,1,0,,,,,,,,,,,,,,,,,
1821,26/12/2011,lunes,26,2293.97,0,0,0,,,,,,,,,,,,,,,,,
1822,27/12/2011,martes,27,2245.74,0,0,0,,,,,,,,,,,,,,,,,
1823,28/12/2011,miércoles,28,2556.96,0,0,0,,,,,,,,,,,,,,,,,
1824,29/12/2011,jueves,29,2306.37,0,0,0,,,,,,,,,,,,,,,,,
1825,30/12/2011,viernes,30,2336.24,0,0,0,,,,,,,,,,,,,,,,,
1826,31/12/2011,sábado,31,2428.60,1,0,0,,,,,,,,,,,,,,,,,
1827,1/1/2012,domingo,1,2156.60,1,1,0,,,,,,,,,,,,,,,,,
1828,2/1/2012,lunes,2,2260.23,0,0,0,,,,,,,,,,,,,,,,,
1829,3/1/2012,martes,3,2274.51,0,0,0,,,,,,,,,,,,,,,,,
1830,4/1/2012,miércoles,4,2239.89,0,0,0,,,,,,,,,,,,,,,,,
1831,5/1/2012,jueves,5,2176.82,0,0,0,,,,,,,,,,,,,,,,,
1832,6/1/2012,viernes,6,2216.30,0,0,0,,,,,,,,,,,,,,,,,
1833,7/1/2012,sábado,7,2228.07,1,0,0,,,,,,,,,,,,,,,,,
1834,8/1/2012,domingo,8,2155.87,1,0,0,,,,,,,,,,,,,,,,,
1835,9/1/2012,lunes,9,2176.61,0,0,0,,,,,,,,,,,,,,,,,
1836,10/1/2012,martes,10,2252.80,0,0,0,,,,,,,,,,,,,,,,,
1837,11/1/2012,miércoles,11,2375.10,0,0,0,,,,,,,,,,,,,,,,,
1838,12/1/2012,jueves,12,2361.93,0,0,0,,,,,,,,,,,,,,,,,
1839,13/1/2012,viernes,13,2307.73,0,0,0,,,,,,,,,,,,,,,,,
1840,14/1/2012,sábado,14,2256.83,1,0,0,,,,,,,,,,,,,,,,,
1841,15/1/2012,domingo,15,2234.41,1,0,0,,,,,,,,,,,,,,,,,
1842,16/1/2012,lunes,16,2141.02,0,0,0,,,,,,,,,,,,,,,,,
1843,17/1/2012,martes,17,2002.08,0,0,0,,,,,,,,,,,,,,,,,
1844,18/1/2012,miércoles,18,2098.41,0,0,0,,,,,,,,,,,,,,,,,
1845,19/1/2012,jueves,19,2039.12,0,0,0,,,,,,,,,,,,,,,,,
1846,20/1/2012,viernes,20,1934.78,0,0,0,,,,,,,,,,,,,,,,,
1847,21/1/2012,sábado,21,2007.00,1,0,0,,,,,,,,,,,,,,,,,
1848,22/1/2012,domingo,22,1971.94,1,0,0,,,,,,,,,,,,,,,,,
1849,23/1/2012,lunes,23,1993.78,0,0,0,,,,,,,,,,,,,,,,,
1850,24/1/2012,martes,24,2095.52,0,0,0,,,,,,,,,,,,,,,,,
1851,25/1/2012,miércoles,25,2272.75,0,0,0,,,,,,,,,,,,,,,,,
1852,26/1/2012,jueves,26,2208.90,0,0,0,,,,,,,,,,,,,,,,,
1853,27/1/2012,viernes,27,2191.59,0,0,0,,,,,,,,,,,,,,,,,
1854,28/1/2012,sábado,28,2216.73,1,0,0,,,,,,,,,,,,,,,,,
1855,29/1/2012,domingo,29,2247.08,1,0,0,,,,,,,,,,,,,,,,,
1856,30/1/2012,lunes,30,2191.26,0,0,0,,,,,,,,,,,,,,,,,
1857,31/1/2012,martes,31,2252.81,0,0,0,,,,,,,,,,,,,,,,,
1858,1/2/2012,miércoles,1,2250.05,0,0,0,,,,,,,,,,,,,,,,,
1859,2/2/2012,jueves,2,2232.08,0,0,0,,,,,,,,,,,,,,,,,
1860,3/2/2012,viernes,3,2205.12,0,0,0,,,,,,,,,,,,,,,,,
1861,4/2/2012,sábado,4,2298.32,1,0,0,,,,,,,,,,,,,,,,,
1862,5/2/2012,domingo,5,2252.19,1,0,0,,,,,,,,,,,,,,,,,
1863,6/2/2012,lunes,6,2244.81,0,0,0,,,,,,,,,,,,,,,,,
1864,7/2/2012,martes,7,2345.13,0,0,0,,,,,,,,,,,,,,,,,
1865,8/2/2012,miércoles,8,2265.65,0,0,0,,,,,,,,,,,,,,,,,
1866,9/2/2012,jueves,9,2267.16,0,0,0,,,,,,,,,,,,,,,,,
1867,10/2/2012,viernes,10,2301.05,0,0,0,,,,,,,,,,,,,,,,,
1868,11/2/2012,sábado,11,2223.93,1,0,0,,,,,,,,,,,,,,,,,
1869,12/2/2012,domingo,12,2275.23,1,0,0,,,,,,,,,,,,,,,,,
1870,13/2/2012,lunes,13,2217.51,0,0,0,,,,,,,,,,,,,,,,,
1871,14/2/2012,martes,14,2217.52,0,0,0,,,,,,,,,,,,,,,,,
1872,15/2/2012,miércoles,15,2341.91,0,0,0,,,,,,,,,,,,,,,,,
1873,16/2/2012,jueves,16,2253.99,0,0,0,,,,,,,,,,,,,,,,,
1874,17/2/2012,viernes,17,2291.78,0,0,0,,,,,,,,,,,,,,,,,
1875,18/2/2012,sábado,18,2264.14,1,0,0,,,,,,,,,,,,,,,,,
1876,19/2/2012,domingo,19,2046.58,1,0,0,,,,,,,,,,,,,,,,,
1877,20/2/2012,lunes,20,2113.89,0,1,0,,,,,,,,,,,,,,,,,
1878,21/2/2012,martes,21,2182.06,0,1,0,,,,,,,,,,,,,,,,,
1879,22/2/2012,miércoles,22,2301.68,0,0,0,,,,,,,,,,,,,,,,,
1880,23/2/2012,jueves,23,2208.93,0,0,0,,,,,,,,,,,,,,,,,
1881,24/2/2012,viernes,24,2252.27,0,0,0,,,,,,,,,,,,,,,,,
1882,25/2/2012,sábado,25,2363.55,1,0,0,,,,,,,,,,,,,,,,,
1883,26/2/2012,domingo,26,2235.88,1,0,0,,,,,,,,,,,,,,,,,
1884,27/2/2012,lunes,27,2217.87,0,0,0,,,,,,,,,,,,,,,,,
1885,28/2/2012,martes,28,2197.99,0,0,0,,,,,,,,,,,,,,,,,
1886,29/2/2012,miércoles,29,2228.24,0,0,0,,,,,,,,,,,,,,,,,
1887,1/3/2012,jueves,1,2216.99,0,0,0,,,,,,,,,,,,,,,,,
1888,2/3/2012,viernes,2,2230.35,0,0,0,,,,,,,,,,,,,,,,,
1889,3/3/2012,sábado,3,2231.92,1,0,0,,,,,,,,,,,,,,,,,
1890,4/3/2012,domingo,4,2300.77,1,0,0,,,,,,,,,,,,,,,,,
1891,5/3/2012,lunes,5,2229.16,0,0,0,,,,,,,,,,,,,,,,,
1892,6/3/2012,martes,6,2190.55,0,0,0,,,,,,,,,,,,,,,,,
1893,7/3/2012,miércoles,7,2246.11,0,0,0,,,,,,,,,,,,,,,,,
1894,8/3/2012,jueves,8,2278.78,0,0,0,,,,,,,,,,,,,,,,,
1895,9/3/2012,viernes,9,2211.10,0,0,0,,,,,,,,,,,,,,,,,
1896,10/3/2012,sábado,10,2279.17,1,0,0,,,,,,,,,,,,,,,,,
1897,11/3/2012,domingo,11,2273.24,1,0,0,,,,,,,,,,,,,,,,,
1898,12/3/2012,lunes,12,2228.46,0,0,0,,,,,,,,,,,,,,,,,
1899,13/3/2012,martes,13,2368.86,0,0,0,,,,,,,,,,,,,,,,,
1900,14/3/2012,miércoles,14,2320.82,0,0,0,,,,,,,,,,,,,,,,,
1901,15/3/2012,jueves,15,2271.95,0,0,0,,,,,,,,,,,,,,,,,
1902,16/3/2012,viernes,16,2308.35,0,0,0,,,,,,,,,,,,,,,,,
1903,17/3/2012,sábado,17,2287.72,1,0,0,,,,,,,,,,,,,,,,,
1904,18/3/2012,domingo,18,2268.72,1,0,0,,,,,,,,,,,,,,,,,
1905,19/3/2012,lunes,19,2209.42,0,0,0,,,,,,,,,,,,,,,,,
1906,20/3/2012,martes,20,2253.87,0,0,0,,,,,,,,,,,,,,,,,
1907,21/3/2012,miércoles,21,2227.61,0,0,0,,,,,,,,,,,,,,,,,
1908,22/3/2012,jueves,22,2234.05,0,0,0,,,,,,,,,,,,,,,,,
1909,23/3/2012,viernes,23,2237.98,0,0,0,,,,,,,,,,,,,,,,,
1910,24/3/2012,sábado,24,2269.03,1,0,0,,,,,,,,,,,,,,,,,
1911,25/3/2012,domingo,25,2200.23,1,0,0,,,,,,,,,,,,,,,,,
1912,26/3/2012,lunes,26,2246.78,0,0,0,,,,,,,,,,,,,,,,,
1913,27/3/2012,martes,27,2258.61,0,0,0,,,,,,,,,,,,,,,,,
1914,28/3/2012,miércoles,28,2218.87,0,0,0,,,,,,,,,,,,,,,,,
1915,29/3/2012,jueves,29,2289.46,0,0,0,,,,,,,,,,,,,,,,,
1916,30/3/2012,viernes,30,2288.52,0,0,0,,,,,,,,,,,,,,,,,
1917,31/3/2012,sábado,31,2224.08,1,0,0,,,,,,,,,,,,,,,,,
1918,1/4/2012,domingo,1,2259.10,1,0,0,,,,,,,,,,,,,,,,,
